Date,Hour,WatchPoint,AQI,Level,PrimaryPollution,PM2.5,PM10,CO,NO2,O3_1h,O3_8h,SO2
20200326,18,山南监测站,38,优,NaN,14,38,0.6,6,94,87,6
20200326,18,山南人民医院,73,良,颗粒物(PM10),7,95,0.7,10,102,102,2
20200326,20,山南监测站,30,优,NaN,8,20,0.6,8,95,92,6
20200326,20,山南人民医院,52,良,颗粒物(PM10),12,54,0.8,15,101,102,3
20200326,21,山南监测站,28,优,NaN,6,18,0.7,11,89,93,8
20200326,21,山南人民医院,34,优,NaN,10,34,0.8,15,96,101,3
20200327,10,山南监测站,32,优,NaN,20,32,0.8,16,41,46,8
20200327,10,山南人民医院,57,良,颗粒物(PM10),38,63,0.9,26,46,55,7
20200327,11,山南监测站,31,优,NaN,17,31,0.7,16,53,44,12
20200327,11,山南人民医院,38,优,NaN,20,38,0.8,22,57,53,10
20200327,12,山南监测站,21,优,NaN,6,15,0.7,13,65,46,11
20200327,12,山南人民医院,29,优,NaN,17,29,0.8,13,70,54,6
20200327,13,山南监测站,25,优,NaN,9,16,0.7,9,77,49,9
20200327,13,山南人民医院,26,优,NaN,NaN,23,0.8,6,82,58,7
20200327,14,山南监测站,26,优,NaN,7,17,0.7,5,82,53,7
20200327,14,山南人民医院,28,优,NaN,NaN,25,0.7,5,88,61,4
20200327,15,山南监测站,25,优,NaN,6,16,0.6,5,80,58,6
20200327,15,山南人民医院,30,优,NaN,NaN,30,0.7,8,85,64,4
20200327,17,山南监测站,24,优,NaN,4,13,0.6,6,74,68,6
20200327,17,山南人民医院,48,优,NaN,NaN,48,0.8,8,80,74,3
20200330,10,山南监测站,25,优,NaN,9,11,0.5,12,80,86,6
20200330,10,山南人民医院,31,优,NaN,10,31,0.6,16,86,90,4
20200330,11,山南监测站,30,优,NaN,8,16,0.4,8,96,87,7
20200330,11,山南人民医院,33,优,NaN,8,25,0.6,8,103,91,4
20200330,13,山南监测站,33,优,NaN,9,32,0.4,5,103,91,5
20200330,13,山南人民医院,NaN,,NaN,16,NaN,0.5,7,109,96,4
20200330,14,山南监测站,41,优,NaN,12,41,0.4,5,105,93,6
20200330,14,山南人民医院,95,良,颗粒物(PM10),15,139,0.5,8,113,99,4
20200330,15,山南监测站,40,优,NaN,12,40,0.4,5,105,96,6
20200330,15,山南人民医院,95,良,颗粒物(PM10),15,139,0.5,11,112,101,3
20200330,16,山南监测站,52,良,颗粒物(PM10),17,53,0.4,5,103,98,6
20200330,16,山南人民医院,107,轻度污染,颗粒物(PM10),18,163,0.5,14,108,104,3
20200330,16,山南监测站,52,良,颗粒物(PM10),17,53,0.4,5,103,98,6
20200330,16,山南人民医院,107,轻度污染,颗粒物(PM10),18,163,0.5,14,108,104,3
20200330,17,山南监测站,53,良,颗粒物(PM10),16,56,0.4,6,103,100,6
20200330,17,山南人民医院,82,良,颗粒物(PM10),14,114,0.5,16,106,106,3
20200330,18,山南监测站,44,优,NaN,14,44,0.4,6,108,103,6
20200330,18,山南人民医院,75,良,颗粒物(PM10),12,100,0.6,13,114,110,3
20200330,19,山南监测站,35,优,NaN,7,23,0.4,7,110,105,6
20200330,19,山南人民医院,52,良,颗粒物(PM10),9,54,0.5,15,114,111,3
20200330,21,山南监测站,30,优,NaN,5,16,0.4,15,94,104,6
20200330,21,山南人民医院,45,优,NaN,10,45,0.6,22,95,108,3
20200330,22,山南监测站,29,优,NaN,7,20,0.4,11,92,102,6
20200330,22,山南人民医院,35,优,NaN,9,35,0.6,14,102,107,3
20200330,22,山南监测站,29,优,NaN,7,20,0.4,11,92,102,6
20200330,22,山南人民医院,35,优,NaN,9,35,0.6,14,102,107,3
20200330,23,山南监测站,29,优,NaN,6,16,0.4,8,92,101,6
